list_entry,reason,title,statutory_address
1250459,monument,"Monument to Walter Jones About 0.5 Metre South of South Chancel Chapel of Church of All Saints","MONUMENT TO WALTER JONES ABOUT 0.5 METRE SOUTH OF SOUTH CHANCEL CHAPEL OF CHURCH OF ALL SAINTS, CHURCH STREET"
1250460,monument,"Monument About 0.5 Metre South of South Cancel Chapel of Church of All Saints","MONUMENT ABOUT 0.5 METRE SOUTH OF SOUTH CANCEL CHAPEL OF CHURCH OF ALL SAINTS, CHURCH STREET"
1250591,churchyard_feature,"Churchyard Cross Circa 35 Metres South of South Porch of Heanton Punchardon Parish Church","CHURCHYARD CROSS CIRCA 35 METRES SOUTH OF SOUTH PORCH OF HEANTON PUNCHARDON PARISH CHURCH"
1251058,monument,"Monument to Edward Symes, in the Churchyard 10 Metres South of South Chapel, Church of St Michael","MONUMENT TO EDWARD SYMES, IN THE CHURCHYARD 10 METRES SOUTH OF SOUTH CHAPEL, CHURCH OF ST MICHAEL, CHURCH LANE"
1251100,monument,"Unidentified Monument in the Churchyard About 0.5 Metres South of Tropnell Chapel of Church of All Saints","UNIDENTIFIED MONUMENT IN THE CHURCHYARD ABOUT 0.5 METRES SOUTH OF TROPNELL CHAPEL OF CHURCH OF ALL SAINTS"
1251351,telephone_kiosk,"K6 Telephone Kiosk to East of Parish Church","K6 TELEPHONE KIOSK TO EAST OF PARISH CHURCH"
1251355,telephone_kiosk,"K6 Telephone Kiosk, Chapel Hill","K6 TELEPHONE KIOSK, CHAPEL HILL"
1251827,headstone,"Headstone 3 Metres South of Lady Chapel at Church of St Edmund","HEADSTONE 3 METRES SOUTH OF LADY CHAPEL AT CHURCH OF ST EDMUND, CHURCH STREET"
1251867,gate_related,"Police Public Callbox Outside St Botolph Aldgate Church","POLICE PUBLIC CALLBOX OUTSIDE ST BOTOLPH ALDGATE CHURCH, ALDGATE"
1252018,monument,"Monument and Railed Enclosure to Eli Cook in the Churchyard, One Metre South of South Chapel, Church of St Christopher","MONUMENT AND RAILED ENCLOSURE TO ELI COOK IN THE CHURCHYARD, ONE METRE SOUTH OF SOUTH CHAPEL, CHURCH OF ST CHRISTOPHER, CHURCH ROAD"
1252363,telephone_kiosk,"K6 Telephone Kiosk to West of Parish Church","K6 TELEPHONE KIOSK TO WEST OF PARISH CHURCH"
1252391,monument,"Redman Monument in the Churchyard About 3.5 Metres North of Long Chapel at Church of St Mary","REDMAN MONUMENT IN THE CHURCHYARD ABOUT 3.5 METRES NORTH OF LONG CHAPEL AT CHURCH OF ST MARY"
1252601,dovecote,"Remains of Dovecote Approximately 32 Metres East of Remains of Alvecote Priory","REMAINS OF DOVECOTE APPROXIMATELY 32 METRES EAST OF REMAINS OF ALVECOTE PRIORY"
1252670,monument,"Unidentified Monument in the Churchyard, 15 Metres South of South Chapel, Church of St Mary","UNIDENTIFIED MONUMENT IN THE CHURCHYARD, 15 METRES SOUTH OF SOUTH CHAPEL, CHURCH OF ST MARY, CHURCH STREET"
1252754,monument,"Potter Monument 3 Metres South of First Bay of Chapel of Church of All Saints","POTTER MONUMENT 3 METRES SOUTH OF FIRST BAY OF CHAPEL OF CHURCH OF ALL SAINTS, ACKTON LANE"
1253265,telephone_kiosk,"K6 Telephone Kiosk Outside Salem Methodist Church","K6 TELEPHONE KIOSK OUTSIDE SALEM METHODIST CHURCH, HALIFAX ROAD"
1253289,headstone,"Headstone, South Side of Church, Beside Path, Facing East, 3RD Down From Porch","HEADSTONE, SOUTH SIDE OF CHURCH, BESIDE PATH, FACING EAST, 3RD DOWN FROM PORCH, CHURCH LANE"
1253626,headstone,"Moone Headstone Approximately 5 Metres North of North Side of Templeton Non Conformist Chapel","MOONE HEADSTONE APPROXIMATELY 5 METRES NORTH OF NORTH SIDE OF TEMPLETON NON CONFORMIST CHAPEL"
1255284,headstone,"Headstone 7 Metres South East of South Chapel at Church of St Leonard","HEADSTONE 7 METRES SOUTH EAST OF SOUTH CHAPEL AT CHURCH OF ST LEONARD, WOLLATON ROAD"
1256139,monument,"Monuments Approximately 3 Metres East of Woodhouse Cemetery Chapel","MONUMENTS APPROXIMATELY 3 METRES EAST OF WOODHOUSE CEMETERY CHAPEL, ST GEORGES FIELDS"
1256140,monument,"Monuments Approximately 3 Metres North of East End of Woodhouse Cemetery Chapel","MONUMENTS APPROXIMATELY 3 METRES NORTH OF EAST END OF WOODHOUSE CEMETERY CHAPEL, ST GEORGES FIELDS"
1256259,gate_related,"Gate Approximately 100 Metres South West of St Margarets Church","GATE APPROXIMATELY 100 METRES SOUTH WEST OF ST MARGARETS CHURCH, WALMGATE"
1256404,railings_related,"Railings in Front of United Reformed Church","RAILINGS IN FRONT OF UNITED REFORMED CHURCH, MARKET HILL"
1256854,railings_related,"Railings Approximately 7 Metres From North West Corner of Assembly of God Pentecostal Church","RAILINGS APPROXIMATELY 7 METRES FROM NORTH WEST CORNER OF ASSEMBLY OF GOD PENTECOSTAL CHURCH, PRIORY STREET"
1256855,railings_related,"Railings Approximately 6.5 Metres From South West Corner of Assembly of God Pentecostal Church","RAILINGS APPROXIMATELY 6.5 METRES FROM SOUTH WEST CORNER OF ASSEMBLY OF GOD PENTECOSTAL CHURCH, PRIORY STREET"
1257276,churchyard_feature,"Walls Bounding Churchyard of Holy Trinity Church","WALLS BOUNDING CHURCHYARD OF HOLY TRINITY CHURCH, MICKLEGATE"
1257351,railings_related,"Wall, Railings and Lamp Standards Approximately 3 Metres North of St Olaves Church","WALL, RAILINGS AND LAMP STANDARDS APPROXIMATELY 3 METRES NORTH OF ST OLAVES CHURCH, MARYGATE"
1257870,telephone_kiosk,"Telephone Box Adjoining St Wilfrids Church","TELEPHONE BOX ADJOINING ST WILFRIDS CHURCH, DUNCOMBE PLACE"
1258153,telephone_kiosk,"K6 Telephone Kiosk Outside St Dunstan's Church","K6 TELEPHONE KIOSK OUTSIDE ST DUNSTAN&#x27;S CHURCH, ST DUNSTAN&#x27;S STREET"
1258167,gate_related,"Northgate United Reformed Church","NORTHGATE UNITED REFORMED CHURCH, NORTHGATE"
1259575,churchyard_feature,"Churchyard Cross Approximately 15 Metres From the North West Corner of All Saints Church","CHURCHYARD CROSS APPROXIMATELY 15 METRES FROM THE NORTH WEST CORNER OF ALL SAINTS CHURCH, ALL SAINTS LANE"
1260166,monument,"Nash Monument, Christ Church","NASH MONUMENT, CHRIST CHURCH, COMMERCIAL STREET"
1260329,telephone_kiosk,"K6 Telephone Kiosk Outside the Church","K6 TELEPHONE KIOSK OUTSIDE THE CHURCH, THE SQUARE"
1260649,gate_related,"Railings and Gates and Memorial in Courtyard to Pickering United Reformed (Congregational) Church","RAILINGS AND GATES AND MEMORIAL IN COURTYARD TO PICKERING UNITED REFORMED (CONGREGATIONAL) CHURCH, HUNGATE"
1260820,telephone_kiosk,"K6 Telephone Kiosk Outside St Michael and All Angels Church","K6 TELEPHONE KIOSK OUTSIDE ST MICHAEL AND ALL ANGELS CHURCH, THE AVENUE W4"
1261257,telephone_kiosk,"K6 Telephone Kiosk Adjacent to St Marys Church","K6 TELEPHONE KIOSK ADJACENT TO ST MARYS CHURCH"
1261956,telephone_kiosk,"K6 Telephone Kiosk Outside St Augustine's Church","K6 TELEPHONE KIOSK OUTSIDE ST AUGUSTINE&#x27;S CHURCH, HIGH STREET"
1262120,telephone_kiosk,"Telephone Kiosk Opposite Abbey Church","TELEPHONE KIOSK OPPOSITE ABBEY CHURCH, THE SQUARE"
1262180,monument,"Unidentified Monument in the Churchyard, 18 Metres South of South Chapel, Church of St Mary","UNIDENTIFIED MONUMENT IN THE CHURCHYARD, 18 METRES SOUTH OF SOUTH CHAPEL, CHURCH OF ST MARY, CHURCH STREET"
1262759,wall_related,"Forecourt Wall and Gates to Central Methodist Church","FORECOURT WALL AND GATES TO CENTRAL METHODIST CHURCH, COMMERCIAL ROAD"
1262978,telephone_kiosk,"K6 Telephone Kiosk Outside Church","K6 TELEPHONE KIOSK OUTSIDE CHURCH, MAIN STREET"
1263100,monument,"Locock Family Monument in Churchyard, About 19 Metres South of South Chapel, Church of St Andrew","LOCOCK FAMILY MONUMENT IN CHURHCYARD, ABOUT 19 METRES SOUTH OF SOUTH CHAPEL, CHURCH OF ST ANDREW"
1263247,monument,"Monument to Ann Jones About 1 Metre South of South Chancel Chapel of Church of All Saints","MONUMENT TO ANN JONES ABOUT 1 METRE SOUTH OF SOUTH CHANCEL CHAPEL OF CHURCH OF ALL SAINTS, CHURCH STREET"
1263248,monument,"Monument to Thomas Jones About One Metre South East of South Chancel Chapel of Church of All Saints","MONUMENT TO THOMAS JONES ABOUT ONE METRE SOUTH EAST OF SOUTH CHANCEL CHAPEL OF CHURCH OF ALL SAINTS, CHURCH STREET"
1263432,monument,"Monument to Sir William Gray Approximately 20 Metres to South West of Christ Church","MONUMENT TO SIR WILLIAM GRAY APPROXIMATELY 20 METRES TO SOUTH WEST OF CHRIST CHURCH, CHURCH SQUARE"
1263650,headstone,"A group of 99 headstones to the south-west of St Mary's Church","A group of 99 headstones to the south-west of St Mary&#x27;s Church, Main Road"
1263683,monument,"Monument to Peter Cooke About 6 Metres East of South Chapel of Church of St Mary","MONUMENT TO PETER COOKE ABOUT 6 METRES EAST OF SOUTH CHAPEL OF CHURCH OF ST MARY, LOWER ROAD"
1265154,monument,"Monument 1 Metre South of South Wall of St Andrew's Church","MONUMENT 1 METRE SOUTH OF SOUTH WALL OF ST ANDREW&#x27;S CHURCH, CHURCH LANE"
1265288,telephone_kiosk,"Telephone Kiosk Outside St Clement's Church","TELEPHONE KIOSK OUTSIDE ST CLEMENT&#x27;S CHURCH, BRIDGE STREET"
1265378,monument,"Parkinson Monument 4 Metres South of South Chapel of Church of St Peter and 1 Metre West of Cross Shaft","PARKINSON MONUMENT 4 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST PETER AND 1 METRE WEST OF CROSS SHAFT, CHURCH LANE"
1266308,telephone_kiosk,"K2 Telephone Kiosk, the Western of Pair at South Side of Junction With Chapel Street","K2 TELEPHONE KIOSK, THE WESTERN OF PAIR AT SOUTH SIDE OF JUNCTION WITH CHAPEL STREET, OLD MARYLEBONE ROAD NW1"
1266335,wall_related,"Wall and Railings to South of the Methodist Church","WALL AND RAILINGS TO SOUTH OF THE METHODIST CHURCH, UNION STREET"
1266629,headstone,"Row of Nine Headstones East of Pathway on North Side of Church","ROW OF NINE HEADSTONES EAST OF PATHWAY ON NORTH SIDE OF CHURCH, HIGH ROAD"
1268239,churchyard_feature,"Walls Surrounding Churchyard of St Bartholomews Chapel","WALLS SURROUNDING CHURCHYARD OF ST BARTHOLOMEWS CHAPEL, HIGH STREET"
1269323,headstone,"Headstone of Hannah Twynnoy Approximately 40 Metres South of East End of Abbey Church","HEADSTONE OF HANNAH TWYNNOY APPROXIMATELY 40 METRES SOUTH OF EAST END OF ABBEY CHURCH, MARKET CROSS"
1269324,headstone,"Headstone of WF Cooper Approximately 40 Metres South of Abbey Church","HEADSTONE OF WF COOPER APPROXIMATELY 40 METRES SOUTH OF ABBEY CHURCH, MARKET CROSS"
1269429,railings_related,"Walls, Piers and Iron Railings Enclosing West Side of the Abbey Church Graveyard","WALLS, PIERS AND IRON RAILINGS ENCLOSING WEST SIDE OF THE ABBEY CHURCH GRAVEYARD, GLOUCESTER STREET"
1269811,telephone_kiosk,"K6 Telephone Kiosk Adjacent to Lych Gate of Holy Trinity Church","K6 TELEPHONE KIOSK ADJACENT TO LYCH GATE OF HOLY TRINITY CHURCH"
1270394,headstone,"Three Headstones 8 Metres South of South Chapel at Church of St Leonard","THREE HEADSTONES 8 METRES SOUTH OF SOUTH CHAPEL AT CHURCH OF ST LEONARD, WOLLATON ROAD"
1271041,monument,"Monument and Railings to GH Foster 7 Metres West of St Michaels Cemetery Chapel","MONUMENT AND RAILINGS TO GH FOSTER 7 METRES WEST OF ST MICHAELS CEMETERY CHAPEL, RIVELIN VALLEY ROAD"
1271053,monument,"Monument to William Parker 40 Metres South West of Old Chapel at General Cemetery","MONUMENT TO WILLIAM PARKER 40 METRES SOUTH WEST OF OLD CHAPEL AT GENERAL CEMETERY, CEMETERY ROAD"
1273028,gate_related,"Westgate Wesleyan Methodist Church","WESTGATE WESLEYAN METHODIST CHURCH, LAWEFIELD LANE"
1274711,churchyard_feature,"Two Stone Fragments, 4 Metres South of St Barbara's Chapel, Churchyard Church of St Lawrence","TWO STONE FRAGMENTS, 4 METRES SOUTH OF ST BARBARA&#x27;S CHAPEL, CHURCHYARD CHURCH OF ST LAWRENCE"
1275694,churchyard_feature,"Wall on South Side of Churchyard of St Mary's Church","WALL ON SOUTH SIDE OF CHURCHYARD OF ST MARY&#x27;S CHURCH, ST MARY&#x27;S STREET"
1277024,monument,"Unidentified Monument in the Churchyard and South West of St James' Church","UNIDENTIFIED MONUMENT IN THE CHURCHYARD AND SOUTH WEST OF ST JAMES&#x27; CHURCH"
1277025,churchyard_feature,"Memorial Cross to John Samer, in the Churchyard to the North of St James' Church","MEMORIAL CROSS TO JOHN SAMER, IN THE CHURCHYARD TO THE NORTH OF ST JAMES&#x27; CHURCH"
1277072,monument,"Unidentified Monument, to West of Tower of St Catherine's Church","UNIDENTIFIED MONUMENT, TO WEST OF TOWER OF ST CATHERINE&#x27;S CHURCH"
1278596,telephone_kiosk,"K6 Telephone Kiosk Immediately North East of Methodist Church","K6 TELEPHONE KIOSK IMMEDIATELY NORTH EAST OF METHODIST CHURCH"
1278764,wall_related,"Forecourt Wall Piers and Gates to Hope Baptist Church","FORECOURT WALL PIERS AND GATES TO HOPE BAPTIST CHURCH, NEW ROAD"
1278935,wall_related,"Congregational Church Forecourt Wall at Congregational Church","CONGREGATIONAL CHURCH, COOMBE STREET"
1279279,headstone,"Headstone Approximately 30 Metres South of South Chapel of Church of St Mary","HEADSTONE APPROXIMATELY 30 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY, CHURCH LANE"
1279520,monument,"Marrillier Monument North East of the Anglican Chapel at Torquay Cemetery","MARRILLIER MONUMENT NORTH EAST OF THE ANGLICAN CHAPEL AT TORQUAY CEMETERY, BARTON ROAD"
